unicode,gardiner,translit,english
X0B97,SYN-0B97,,
X0B98,SYN-0B98,,
X0B99,SYN-0B99,,
X0B9A,SYN-0B9A,,
X0B9B,SYN-0B9B,,
X0B9C,SYN-0B9C,,
X0B9D,SYN-0B9D,,
X0B9E,SYN-0B9E,,
X0B9F,SYN-0B9F,,
X0BA0,SYN-0BA0,,
X0BA1,SYN-0BA1,,
X0BA2,SYN-0BA2,,
X0BA3,SYN-0BA3,,
X0BA4,SYN-0BA4,,
X0BA5,SYN-0BA5,,
X0BA6,SYN-0BA6,,
X0BA7,SYN-0BA7,,
X0BA8,SYN-0BA8,,
X0BA9,SYN-0BA9,,
X0BAA,SYN-0BAA,,
X0BAB,SYN-0BAB,,
X0BAC,SYN-0BAC,,
X0BAD,SYN-0BAD,,
X0BAE,SYN-0BAE,,
X0BAF,SYN-0BAF,,
X0BB0,SYN-0BB0,,
X0BB1,SYN-0BB1,,
X0BB2,SYN-0BB2,,
X0BB3,SYN-0BB3,,
X0BB4,SYN-0BB4,,
X0BB5,SYN-0BB5,,
X0BB6,SYN-0BB6,,
X0BB7,SYN-0BB7,,
X0BB8,SYN-0BB8,,
X0BB9,SYN-0BB9,,
X0BBA,SYN-0BBA,,
X0BBB,SYN-0BBB,,
X0BBC,SYN-0BBC,,
X0BBD,SYN-0BBD,,
X0BBE,SYN-0BBE,,
X0BBF,SYN-0BBF,,
X0BC0,SYN-0BC0,,
X0BC1,SYN-0BC1,,
X0BC2,SYN-0BC2,,
X0BC3,SYN-0BC3,,
X0BC4,SYN-0BC4,,
X0BC5,SYN-0BC5,,
X0BC6,SYN-0BC6,,
X0BC7,SYN-0BC7,,
X0BC8,SYN-0BC8,,
X0BC9,SYN-0BC9,,
X0BCA,SYN-0BCA,,
X0BCB,SYN-0BCB,,
X0BCC,SYN-0BCC,,
X0BCD,SYN-0BCD,,
X0BCE,SYN-0BCE,,
X0BCF,SYN-0BCF,,
X0BD0,SYN-0BD0,,
X0BD1,SYN-0BD1,,
X0BD2,SYN-0BD2,,
X0BD3,SYN-0BD3,,
X0BD4,SYN-0BD4,,
X0BD5,SYN-0BD5,,
X0BD6,SYN-0BD6,,
X0BD7,SYN-0BD7,,
X0BD8,SYN-0BD8,,
X0BD9,SYN-0BD9,,
X0BDA,SYN-0BDA,,
X0BDB,SYN-0BDB,,
X0BDC,SYN-0BDC,,
X0BDD,SYN-0BDD,,
X0BDE,SYN-0BDE,,
X0BDF,SYN-0BDF,,
X0BE0,SYN-0BE0,,
X0BE1,SYN-0BE1,,
X0BE2,SYN-0BE2,,
X0BE3,SYN-0BE3,,
X0BE4,SYN-0BE4,,
X0BE5,SYN-0BE5,,
X0BE6,SYN-0BE6,,
X0BE7,SYN-0BE7,,
X0BE8,SYN-0BE8,,
X0BE9,SYN-0BE9,,
X0BEA,SYN-0BEA,,
X0BEB,SYN-0BEB,,
X0BEC,SYN-0BEC,,
X0BED,SYN-0BED,,
X0BEE,SYN-0BEE,,
X0BEF,SYN-0BEF,,
X0BF0,SYN-0BF0,,
X0BF1,SYN-0BF1,,
X0BF2,SYN-0BF2,,
X0BF3,SYN-0BF3,,
X0BF4,SYN-0BF4,,
X0BF5,SYN-0BF5,,
X0BF6,SYN-0BF6,,
X0BF7,SYN-0BF7,,
X0BF8,SYN-0BF8,,
X0BF9,SYN-0BF9,,
X0BFA,SYN-0BFA,,
X0BFB,SYN-0BFB,,
X0BFC,SYN-0BFC,,
X0BFD,SYN-0BFD,,
X0BFE,SYN-0BFE,,
X0BFF,SYN-0BFF,,
X0C00,SYN-0C00,,
X0C01,SYN-0C01,,
X0C02,SYN-0C02,,
X0C03,SYN-0C03,,
X0C04,SYN-0C04,,
X0C05,SYN-0C05,,
X0C06,SYN-0C06,,
X0C07,SYN-0C07,,
X0C08,SYN-0C08,,
X0C09,SYN-0C09,,
X0C0A,SYN-0C0A,,
X0C0B,SYN-0C0B,,
X0C0C,SYN-0C0C,,
X0C0D,SYN-0C0D,,
X0C0E,SYN-0C0E,,
X0C0F,SYN-0C0F,,
X0C10,SYN-0C10,,
X0C11,SYN-0C11,,
X0C12,SYN-0C12,,
X0C13,SYN-0C13,,
X0C14,SYN-0C14,,
X0C15,SYN-0C15,,
X0C16,SYN-0C16,,
X0C17,SYN-0C17,,
X0C18,SYN-0C18,,
X0C19,SYN-0C19,,
X0C1A,SYN-0C1A,,
X0C1B,SYN-0C1B,,
X0C1C,SYN-0C1C,,
X0C1D,SYN-0C1D,,
X0C1E,SYN-0C1E,,
X0C1F,SYN-0C1F,,
X0C20,SYN-0C20,,
X0C21,SYN-0C21,,
X0C22,SYN-0C22,,
X0C23,SYN-0C23,,
X0C24,SYN-0C24,,
X0C25,SYN-0C25,,
X0C26,SYN-0C26,,
X0C27,SYN-0C27,,
X0C28,SYN-0C28,,
X0C29,SYN-0C29,,
X0C2A,SYN-0C2A,,
X0C2B,SYN-0C2B,,
X0C2C,SYN-0C2C,,
X0C2D,SYN-0C2D,,
X0C2E,SYN-0C2E,,
X0C2F,SYN-0C2F,,
X0C30,SYN-0C30,,
X0C31,SYN-0C31,,
X0C32,SYN-0C32,,
X0C33,SYN-0C33,,
X0C34,SYN-0C34,,
X0C35,SYN-0C35,,
X0C36,SYN-0C36,,
X0C37,SYN-0C37,,
X0C38,SYN-0C38,,
X0C39,SYN-0C39,,
X0C3A,SYN-0C3A,,
X0C3B,SYN-0C3B,,
X0C3C,SYN-0C3C,,
X0C3D,SYN-0C3D,,
X0C3E,SYN-0C3E,,
X0C3F,SYN-0C3F,,
X0C40,SYN-0C40,,
X0C41,SYN-0C41,,
X0C42,SYN-0C42,,
X0C43,SYN-0C43,,
X0C44,SYN-0C44,,
X0C45,SYN-0C45,,
X0C46,SYN-0C46,,
X0C47,SYN-0C47,,
X0C48,SYN-0C48,,
X0C49,SYN-0C49,,
X0C4A,SYN-0C4A,,
X0C4B,SYN-0C4B,,
X0C4C,SYN-0C4C,,
X0C4D,SYN-0C4D,,
X0C4E,SYN-0C4E,,
X0C4F,SYN-0C4F,,
X0C50,SYN-0C50,,
X0C51,SYN-0C51,,
X0C52,SYN-0C52,,
X0C53,SYN-0C53,,
X0C54,SYN-0C54,,
X0C55,SYN-0C55,,
X0C56,SYN-0C56,,
X0C57,SYN-0C57,,
X0C58,SYN-0C58,,
X0C59,SYN-0C59,,
X0C5A,SYN-0C5A,,
X0C5B,SYN-0C5B,,
X0C5C,SYN-0C5C,,
X0C5D,SYN-0C5D,,
X0C5E,SYN-0C5E,,
X0C5F,SYN-0C5F,,
X0C60,SYN-0C60,,
X0C61,SYN-0C61,,
X0C62,SYN-0C62,,
X0C63,SYN-0C63,,
X0C64,SYN-0C64,,
X0C65,SYN-0C65,,
X0C66,SYN-0C66,,
X0C67,SYN-0C67,,
X0C68,SYN-0C68,,
X0C69,SYN-0C69,,
X0C6A,SYN-0C6A,,
X0C6B,SYN-0C6B,,
X0C6C,SYN-0C6C,,
X0C6D,SYN-0C6D,,
X0C6E,SYN-0C6E,,
X0C6F,SYN-0C6F,,
X0C70,SYN-0C70,,
X0C71,SYN-0C71,,
X0C72,SYN-0C72,,
X0C73,SYN-0C73,,
X0C74,SYN-0C74,,
X0C75,SYN-0C75,,
X0C76,SYN-0C76,,
X0C77,SYN-0C77,,
X0C78,SYN-0C78,,
X0C79,SYN-0C79,,
X0C7A,SYN-0C7A,,
X0C7B,SYN-0C7B,,
X0C7C,SYN-0C7C,,
X0C7D,SYN-0C7D,,
X0C7E,SYN-0C7E,,
X0C7F,SYN-0C7F,,
X0C80,SYN-0C80,,
X0C81,SYN-0C81,,
X0C82,SYN-0C82,,
X0C83,SYN-0C83,,
X0C84,SYN-0C84,,
X0C85,SYN-0C85,,
X0C86,SYN-0C86,,
X0C87,SYN-0C87,,
X0C88,SYN-0C88,,
X0C89,SYN-0C89,,
X0C8A,SYN-0C8A,,
X0C8B,SYN-0C8B,,
X0C8C,SYN-0C8C,,
X0C8D,SYN-0C8D,,
X0C8E,SYN-0C8E,,
X0C8F,SYN-0C8F,,
X0C90,SYN-0C90,,
X0C91,SYN-0C91,,
X0C92,SYN-0C92,,
X0C93,SYN-0C93,,
X0C94,SYN-0C94,,
X0C95,SYN-0C95,,
X0C96,SYN-0C96,,
X0C97,SYN-0C97,,
X0C98,SYN-0C98,,
X0C99,SYN-0C99,,
X0C9A,SYN-0C9A,,
X0C9B,SYN-0C9B,,
X0C9C,SYN-0C9C,,
X0C9D,SYN-0C9D,,
X0C9E,SYN-0C9E,,
X0C9F,SYN-0C9F,,
X0CA0,SYN-0CA0,,
X0CA1,SYN-0CA1,,
X0CA2,SYN-0CA2,,
X0CA3,SYN-0CA3,,
X0CA4,SYN-0CA4,,
X0CA5,SYN-0CA5,,
X0CA6,SYN-0CA6,,
X0CA7,SYN-0CA7,,
X0CA8,SYN-0CA8,,
X0CA9,SYN-0CA9,,
X0CAA,SYN-0CAA,,
X0CAB,SYN-0CAB,,
X0CAC,SYN-0CAC,,
X0CAD,SYN-0CAD,,
X0CAE,SYN-0CAE,,
X0CAF,SYN-0CAF,,
X0CB0,SYN-0CB0,,
X0CB1,SYN-0CB1,,
X0CB2,SYN-0CB2,,
X0CB3,SYN-0CB3,,
X0CB4,SYN-0CB4,,
X0CB5,SYN-0CB5,,
X0CB6,SYN-0CB6,,
X0CB7,SYN-0CB7,,
X0CB8,SYN-0CB8,,
X0CB9,SYN-0CB9,,
X0CBA,SYN-0CBA,,
X0CBB,SYN-0CBB,,
X0CBC,SYN-0CBC,,
X0CBD,SYN-0CBD,,
X0CBE,SYN-0CBE,,
X0CBF,SYN-0CBF,,
X0CC0,SYN-0CC0,,
X0CC1,SYN-0CC1,,
X0CC2,SYN-0CC2,,
X0CC3,SYN-0CC3,,
X0CC4,SYN-0CC4,,
X0CC5,SYN-0CC5,,
X0CC6,SYN-0CC6,,
X0CC7,SYN-0CC7,,
X0CC8,SYN-0CC8,,
X0CC9,SYN-0CC9,,
X0CCA,SYN-0CCA,,
X0CCB,SYN-0CCB,,
X0CCC,SYN-0CCC,,
X0CCD,SYN-0CCD,,
X0CCE,SYN-0CCE,,
X0CCF,SYN-0CCF,,
X0CD0,SYN-0CD0,,
X0CD1,SYN-0CD1,,
X0CD2,SYN-0CD2,,
X0CD3,SYN-0CD3,,
X0CD4,SYN-0CD4,,
X0CD5,SYN-0CD5,,
X0CD6,SYN-0CD6,,
X0CD7,SYN-0CD7,,
X0CD8,SYN-0CD8,,
X0CD9,SYN-0CD9,,
X0CDA,SYN-0CDA,,
X0CDB,SYN-0CDB,,
X0CDC,SYN-0CDC,,
X0CDD,SYN-0CDD,,
X0CDE,SYN-0CDE,,
X0CDF,SYN-0CDF,,
X0CE0,SYN-0CE0,,
X0CE1,SYN-0CE1,,
X0CE2,SYN-0CE2,,
X0CE3,SYN-0CE3,,
X0CE4,SYN-0CE4,,
X0CE5,SYN-0CE5,,
X0CE6,SYN-0CE6,,
X0CE7,SYN-0CE7,,
X0CE8,SYN-0CE8,,
X0CE9,SYN-0CE9,,
X0CEA,SYN-0CEA,,
X0CEB,SYN-0CEB,,
X0CEC,SYN-0CEC,,
X0CED,SYN-0CED,,
X0CEE,SYN-0CEE,,
X0CEF,SYN-0CEF,,
X0CF0,SYN-0CF0,,
X0CF1,SYN-0CF1,,
X0CF2,SYN-0CF2,,
X0CF3,SYN-0CF3,,
X0CF4,SYN-0CF4,,
X0CF5,SYN-0CF5,,
X0CF6,SYN-0CF6,,
X0CF7,SYN-0CF7,,
X0CF8,SYN-0CF8,,
X0CF9,SYN-0CF9,,
X0CFA,SYN-0CFA,,
X0CFB,SYN-0CFB,,
X0CFC,SYN-0CFC,,
X0CFD,SYN-0CFD,,
X0CFE,SYN-0CFE,,
X0CFF,SYN-0CFF,,
X0D00,SYN-0D00,,
X0D01,SYN-0D01,,
X0D02,SYN-0D02,,
X0D03,SYN-0D03,,
X0D04,SYN-0D04,,
X0D05,SYN-0D05,,
X0D06,SYN-0D06,,
X0D07,SYN-0D07,,
X0D08,SYN-0D08,,
X0D09,SYN-0D09,,
X0D0A,SYN-0D0A,,
X0D0B,SYN-0D0B,,
X0D0C,SYN-0D0C,,
X0D0D,SYN-0D0D,,
X0D0E,SYN-0D0E,,
X0D0F,SYN-0D0F,,
X0D10,SYN-0D10,,
X0D11,SYN-0D11,,
X0D12,SYN-0D12,,
X0D13,SYN-0D13,,
X0D14,SYN-0D14,,
X0D15,SYN-0D15,,
X0D16,SYN-0D16,,
X0D17,SYN-0D17,,
X0D18,SYN-0D18,,
X0D19,SYN-0D19,,
X0D1A,SYN-0D1A,,
X0D1B,SYN-0D1B,,
X0D1C,SYN-0D1C,,
X0D1D,SYN-0D1D,,
X0D1E,SYN-0D1E,,
X0D1F,SYN-0D1F,,
X0D20,SYN-0D20,,
X0D21,SYN-0D21,,
X0D22,SYN-0D22,,
X0D23,SYN-0D23,,
X0D24,SYN-0D24,,
X0D25,SYN-0D25,,
X0D26,SYN-0D26,,
X0D27,SYN-0D27,,
X0D28,SYN-0D28,,
X0D29,SYN-0D29,,
X0D2A,SYN-0D2A,,
X0D2B,SYN-0D2B,,
X0D2C,SYN-0D2C,,
X0D2D,SYN-0D2D,,
X0D2E,SYN-0D2E,,
X0D2F,SYN-0D2F,,
X0D30,SYN-0D30,,
X0D31,SYN-0D31,,
X0D32,SYN-0D32,,
X0D33,SYN-0D33,,
X0D34,SYN-0D34,,
X0D35,SYN-0D35,,
X0D36,SYN-0D36,,
X0D37,SYN-0D37,,
X0D38,SYN-0D38,,
X0D39,SYN-0D39,,
X0D3A,SYN-0D3A,,
X0D3B,SYN-0D3B,,
X0D3C,SYN-0D3C,,
X0D3D,SYN-0D3D,,
X0D3E,SYN-0D3E,,
X0D3F,SYN-0D3F,,
X0D40,SYN-0D40,,
X0D41,SYN-0D41,,
X0D42,SYN-0D42,,
X0D43,SYN-0D43,,
X0D44,SYN-0D44,,
X0D45,SYN-0D45,,
X0D46,SYN-0D46,,
X0D47,SYN-0D47,,
X0D48,SYN-0D48,,
X0D49,SYN-0D49,,
X0D4A,SYN-0D4A,,
X0D4B,SYN-0D4B,,
X0D4C,SYN-0D4C,,
X0D4D,SYN-0D4D,,
X0D4E,SYN-0D4E,,
X0D4F,SYN-0D4F,,
X0D50,SYN-0D50,,
X0D51,SYN-0D51,,
X0D52,SYN-0D52,,
X0D53,SYN-0D53,,
X0D54,SYN-0D54,,
X0D55,SYN-0D55,,
X0D56,SYN-0D56,,
X0D57,SYN-0D57,,
X0D58,SYN-0D58,,
X0D59,SYN-0D59,,
X0D5A,SYN-0D5A,,
X0D5B,SYN-0D5B,,
X0D5C,SYN-0D5C,,
X0D5D,SYN-0D5D,,
X0D5E,SYN-0D5E,,
X0D5F,SYN-0D5F,,
X0D60,SYN-0D60,,
X0D61,SYN-0D61,,
X0D62,SYN-0D62,,
X0D63,SYN-0D63,,
X0D64,SYN-0D64,,
X0D65,SYN-0D65,,
X0D66,SYN-0D66,,
X0D67,SYN-0D67,,
X0D68,SYN-0D68,,
X0D69,SYN-0D69,,
X0D6A,SYN-0D6A,,
X0D6B,SYN-0D6B,,
X0D6C,SYN-0D6C,,
X0D6D,SYN-0D6D,,
X0D6E,SYN-0D6E,,
X0D6F,SYN-0D6F,,
X0D70,SYN-0D70,,
X0D71,SYN-0D71,,
X0D72,SYN-0D72,,
X0D73,SYN-0D73,,
X0D74,SYN-0D74,,
X0D75,SYN-0D75,,
X0D76,SYN-0D76,,
X0D77,SYN-0D77,,
X0D78,SYN-0D78,,
X0D79,SYN-0D79,,
X0D7A,SYN-0D7A,,
X0D7B,SYN-0D7B,,
X0D7C,SYN-0D7C,,
X0D7D,SYN-0D7D,,
X0D7E,SYN-0D7E,,
X0D7F,SYN-0D7F,,
X0D80,SYN-0D80,,
X0D81,SYN-0D81,,
X0D82,SYN-0D82,,
X0D83,SYN-0D83,,
X0D84,SYN-0D84,,
X0D85,SYN-0D85,,
X0D86,SYN-0D86,,
X0D87,SYN-0D87,,
X0D88,SYN-0D88,,
X0D89,SYN-0D89,,
X0D8A,SYN-0D8A,,
X0D8B,SYN-0D8B,,
X0D8C,SYN-0D8C,,
X0D8D,SYN-0D8D,,
X0D8E,SYN-0D8E,,
X0D8F,SYN-0D8F,,
X0D90,SYN-0D90,,
X0D91,SYN-0D91,,
X0D92,SYN-0D92,,
X0D93,SYN-0D93,,
X0D94,SYN-0D94,,
X0D95,SYN-0D95,,
X0D96,SYN-0D96,,
X0D97,SYN-0D97,,
X0D98,SYN-0D98,,
X0D99,SYN-0D99,,
X0D9A,SYN-0D9A,,
X0D9B,SYN-0D9B,,
X0D9C,SYN-0D9C,,
X0D9D,SYN-0D9D,,
X0D9E,SYN-0D9E,,
X0D9F,SYN-0D9F,,
X0DA0,SYN-0DA0,,
X0DA1,SYN-0DA1,,
X0DA2,SYN-0DA2,,
X0DA3,SYN-0DA3,,
X0DA4,SYN-0DA4,,
X0DA5,SYN-0DA5,,
X0DA6,SYN-0DA6,,
X0DA7,SYN-0DA7,,
X0DA8,SYN-0DA8,,
X0DA9,SYN-0DA9,,
X0DAA,SYN-0DAA,,
X0DAB,SYN-0DAB,,
X0DAC,SYN-0DAC,,
X0DAD,SYN-0DAD,,
X0DAE,SYN-0DAE,,
X0DAF,SYN-0DAF,,
X0DB0,SYN-0DB0,,
X0DB1,SYN-0DB1,,
X0DB2,SYN-0DB2,,
X0DB3,SYN-0DB3,,
X0DB4,SYN-0DB4,,
X0DB5,SYN-0DB5,,
X0DB6,SYN-0DB6,,
X0DB7,SYN-0DB7,,
X0DB8,SYN-0DB8,,
X0DB9,SYN-0DB9,,
X0DBA,SYN-0DBA,,
X0DBB,SYN-0DBB,,
X0DBC,SYN-0DBC,,
X0DBD,SYN-0DBD,,
X0DBE,SYN-0DBE,,
X0DBF,SYN-0DBF,,
X0DC0,SYN-0DC0,,
X0DC1,SYN-0DC1,,
X0DC2,SYN-0DC2,,
X0DC3,SYN-0DC3,,
X0DC4,SYN-0DC4,,
X0DC5,SYN-0DC5,,
X0DC6,SYN-0DC6,,
X0DC7,SYN-0DC7,,
X0DC8,SYN-0DC8,,
X0DC9,SYN-0DC9,,
X0DCA,SYN-0DCA,,
X0DCB,SYN-0DCB,,
X0DCC,SYN-0DCC,,
X0DCD,SYN-0DCD,,
X0DCE,SYN-0DCE,,
X0DCF,SYN-0DCF,,
X0DD0,SYN-0DD0,,
X0DD1,SYN-0DD1,,
X0DD2,SYN-0DD2,,
X0DD3,SYN-0DD3,,
X0DD4,SYN-0DD4,,
X0DD5,SYN-0DD5,,
X0DD6,SYN-0DD6,,
X0DD7,SYN-0DD7,,
X0DD8,SYN-0DD8,,
X0DD9,SYN-0DD9,,
X0DDA,SYN-0DDA,,
X0DDB,SYN-0DDB,,
X0DDC,SYN-0DDC,,
X0DDD,SYN-0DDD,,
X0DDE,SYN-0DDE,,
X0DDF,SYN-0DDF,,
X0DE0,SYN-0DE0,,
X0DE1,SYN-0DE1,,
X0DE2,SYN-0DE2,,
X0DE3,SYN-0DE3,,
X0DE4,SYN-0DE4,,
X0DE5,SYN-0DE5,,
X0DE6,SYN-0DE6,,
X0DE7,SYN-0DE7,,
X0DE8,SYN-0DE8,,
X0DE9,SYN-0DE9,,
X0DEA,SYN-0DEA,,
X0DEB,SYN-0DEB,,
X0DEC,SYN-0DEC,,
X0DED,SYN-0DED,,
X0DEE,SYN-0DEE,,
X0DEF,SYN-0DEF,,
X0DF0,SYN-0DF0,,
X0DF1,SYN-0DF1,,
X0DF2,SYN-0DF2,,
X0DF3,SYN-0DF3,,
X0DF4,SYN-0DF4,,
X0DF5,SYN-0DF5,,
X0DF6,SYN-0DF6,,
X0DF7,SYN-0DF7,,
X0DF8,SYN-0DF8,,
X0DF9,SYN-0DF9,,
X0DFA,SYN-0DFA,,
X0DFB,SYN-0DFB,,
X0DFC,SYN-0DFC,,
X0DFD,SYN-0DFD,,
X0DFE,SYN-0DFE,,
X0DFF,SYN-0DFF,,
X0E00,SYN-0E00,,
X0E01,SYN-0E01,,
X0E02,SYN-0E02,,
X0E03,SYN-0E03,,
X0E04,SYN-0E04,,
X0E05,SYN-0E05,,
X0E06,SYN-0E06,,
X0E07,SYN-0E07,,
X0E08,SYN-0E08,,
X0E09,SYN-0E09,,
X0E0A,SYN-0E0A,,
X0E0B,SYN-0E0B,,
X0E0C,SYN-0E0C,,
X0E0D,SYN-0E0D,,
X0E0E,SYN-0E0E,,
X0E0F,SYN-0E0F,,
X0E10,SYN-0E10,,
X0E11,SYN-0E11,,
X0E12,SYN-0E12,,
X0E13,SYN-0E13,,
X0E14,SYN-0E14,,
X0E15,SYN-0E15,,
X0E16,SYN-0E16,,
X0E17,SYN-0E17,,
X0E18,SYN-0E18,,
X0E19,SYN-0E19,,
X0E1A,SYN-0E1A,,
X0E1B,SYN-0E1B,,
X0E1C,SYN-0E1C,,
X0E1D,SYN-0E1D,,
X0E1E,SYN-0E1E,,
X0E1F,SYN-0E1F,,
X0E20,SYN-0E20,,
X0E21,SYN-0E21,,
X0E22,SYN-0E22,,
X0E23,SYN-0E23,,
X0E24,SYN-0E24,,
X0E25,SYN-0E25,,
X0E26,SYN-0E26,,
X0E27,SYN-0E27,,
X0E28,SYN-0E28,,
X0E29,SYN-0E29,,
X0E2A,SYN-0E2A,,
X0E2B,SYN-0E2B,,
X0E2C,SYN-0E2C,,
X0E2D,SYN-0E2D,,
X0E2E,SYN-0E2E,,
X0E2F,SYN-0E2F,,
X0E30,SYN-0E30,,
X0E31,SYN-0E31,,
X0E32,SYN-0E32,,
X0E33,SYN-0E33,,
X0E34,SYN-0E34,,
X0E35,SYN-0E35,,
X0E36,SYN-0E36,,
X0E37,SYN-0E37,,
X0E38,SYN-0E38,,
X0E39,SYN-0E39,,
X0E3A,SYN-0E3A,,
X0E3B,SYN-0E3B,,
X0E3C,SYN-0E3C,,
X0E3D,SYN-0E3D,,
X0E3E,SYN-0E3E,,
X0E3F,SYN-0E3F,,
X0E40,SYN-0E40,,
X0E41,SYN-0E41,,
X0E42,SYN-0E42,,
X0E43,SYN-0E43,,
X0E44,SYN-0E44,,
X0E45,SYN-0E45,,
X0E46,SYN-0E46,,
X0E47,SYN-0E47,,
X0E48,SYN-0E48,,
X0E49,SYN-0E49,,
X0E4A,SYN-0E4A,,
X0E4B,SYN-0E4B,,
X0E4C,SYN-0E4C,,
X0E4D,SYN-0E4D,,
X0E4E,SYN-0E4E,,
X0E4F,SYN-0E4F,,
X0E50,SYN-0E50,,
X0E51,SYN-0E51,,
X0E52,SYN-0E52,,
X0E53,SYN-0E53,,
X0E54,SYN-0E54,,
X0E55,SYN-0E55,,
X0E56,SYN-0E56,,
X0E57,SYN-0E57,,
X0E58,SYN-0E58,,
X0E59,SYN-0E59,,
X0E5A,SYN-0E5A,,
X0E5B,SYN-0E5B,,
X0E5C,SYN-0E5C,,
X0E5D,SYN-0E5D,,
X0E5E,SYN-0E5E,,
X0E5F,SYN-0E5F,,
X0E60,SYN-0E60,,
X0E61,SYN-0E61,,
X0E62,SYN-0E62,,
X0E63,SYN-0E63,,
X0E64,SYN-0E64,,
X0E65,SYN-0E65,,
X0E66,SYN-0E66,,
X0E67,SYN-0E67,,
X0E68,SYN-0E68,,
X0E69,SYN-0E69,,
X0E6A,SYN-0E6A,,
X0E6B,SYN-0E6B,,
X0E6C,SYN-0E6C,,
X0E6D,SYN-0E6D,,
X0E6E,SYN-0E6E,,
X0E6F,SYN-0E6F,,
X0E70,SYN-0E70,,
X0E71,SYN-0E71,,
X0E72,SYN-0E72,,
X0E73,SYN-0E73,,
X0E74,SYN-0E74,,
X0E75,SYN-0E75,,
X0E76,SYN-0E76,,
X0E77,SYN-0E77,,
X0E78,SYN-0E78,,
X0E79,SYN-0E79,,
X0E7A,SYN-0E7A,,
X0E7B,SYN-0E7B,,
X0E7C,SYN-0E7C,,
X0E7D,SYN-0E7D,,
X0E7E,SYN-0E7E,,
X0E7F,SYN-0E7F,,
X0E80,SYN-0E80,,
X0E81,SYN-0E81,,
X0E82,SYN-0E82,,
X0E83,SYN-0E83,,
X0E84,SYN-0E84,,
X0E85,SYN-0E85,,
X0E86,SYN-0E86,,
X0E87,SYN-0E87,,
X0E88,SYN-0E88,,
X0E89,SYN-0E89,,
X0E8A,SYN-0E8A,,
X0E8B,SYN-0E8B,,
X0E8C,SYN-0E8C,,
X0E8D,SYN-0E8D,,
X0E8E,SYN-0E8E,,
X0E8F,SYN-0E8F,,
X0E90,SYN-0E90,,
X0E91,SYN-0E91,,
X0E92,SYN-0E92,,
X0E93,SYN-0E93,,
X0E94,SYN-0E94,,
X0E95,SYN-0E95,,
X0E96,SYN-0E96,,
X0E97,SYN-0E97,,
X0E98,SYN-0E98,,
X0E99,SYN-0E99,,
X0E9A,SYN-0E9A,,
X0E9B,SYN-0E9B,,
X0E9C,SYN-0E9C,,
X0E9D,SYN-0E9D,,
X0E9E,SYN-0E9E,,
X0E9F,SYN-0E9F,,
X0EA0,SYN-0EA0,,
X0EA1,SYN-0EA1,,
X0EA2,SYN-0EA2,,
X0EA3,SYN-0EA3,,
X0EA4,SYN-0EA4,,
X0EA5,SYN-0EA5,,
X0EA6,SYN-0EA6,,
X0EA7,SYN-0EA7,,
X0EA8,SYN-0EA8,,
X0EA9,SYN-0EA9,,
X0EAA,SYN-0EAA,,
X0EAB,SYN-0EAB,,
X0EAC,SYN-0EAC,,
X0EAD,SYN-0EAD,,
X0EAE,SYN-0EAE,,
X0EAF,SYN-0EAF,,
X0EB0,SYN-0EB0,,
X0EB1,SYN-0EB1,,
X0EB2,SYN-0EB2,,
X0EB3,SYN-0EB3,,
X0EB4,SYN-0EB4,,
X0EB5,SYN-0EB5,,
X0EB6,SYN-0EB6,,
X0EB7,SYN-0EB7,,
X0EB8,SYN-0EB8,,
X0EB9,SYN-0EB9,,
X0EBA,SYN-0EBA,,
X0EBB,SYN-0EBB,,
X0EBC,SYN-0EBC,,
X0EBD,SYN-0EBD,,
X0EBE,SYN-0EBE,,
X0EBF,SYN-0EBF,,
X0EC0,SYN-0EC0,,
X0EC1,SYN-0EC1,,
X0EC2,SYN-0EC2,,
X0EC3,SYN-0EC3,,
X0EC4,SYN-0EC4,,
X0EC5,SYN-0EC5,,
X0EC6,SYN-0EC6,,
X0EC7,SYN-0EC7,,
X0EC8,SYN-0EC8,,
X0EC9,SYN-0EC9,,
X0ECA,SYN-0ECA,,
X0ECB,SYN-0ECB,,
X0ECC,SYN-0ECC,,
X0ECD,SYN-0ECD,,
X0ECE,SYN-0ECE,,
X0ECF,SYN-0ECF,,
X0ED0,SYN-0ED0,,
X0ED1,SYN-0ED1,,
X0ED2,SYN-0ED2,,
X0ED3,SYN-0ED3,,
X0ED4,SYN-0ED4,,
X0ED5,SYN-0ED5,,
X0ED6,SYN-0ED6,,
X0ED7,SYN-0ED7,,
X0ED8,SYN-0ED8,,
X0ED9,SYN-0ED9,,
X0EDA,SYN-0EDA,,
X0EDB,SYN-0EDB,,
X0EDC,SYN-0EDC,,
X0EDD,SYN-0EDD,,
X0EDE,SYN-0EDE,,
X0EDF,SYN-0EDF,,
X0EE0,SYN-0EE0,,
X0EE1,SYN-0EE1,,
X0EE2,SYN-0EE2,,
X0EE3,SYN-0EE3,,
X0EE4,SYN-0EE4,,
X0EE5,SYN-0EE5,,
X0EE6,SYN-0EE6,,
X0EE7,SYN-0EE7,,
X0EE8,SYN-0EE8,,
X0EE9,SYN-0EE9,,
X0EEA,SYN-0EEA,,
X0EEB,SYN-0EEB,,
X0EEC,SYN-0EEC,,
X0EED,SYN-0EED,,
X0EEE,SYN-0EEE,,
X0EEF,SYN-0EEF,,
X0EF0,SYN-0EF0,,
